10,1,18,946,-26,1	
10,1,18,946,-25,1	
10,1,18,946,-22,1	
10,1,18,946,-22,1	
10,1,18,946,-2,1	
10,1,18,946,-18,1	
10,1,18,946,-16,1	
10,1,18,946,-14,1	
10,1,18,946,-13,1	
10,1,18,946,-11,1	
10,1,18,946,-10,1	
1,6,18,946,-12,1	
1,6,18,946,-14,1	
1,6,18,946,-16,1	
11,4,6,946,-32,1	
11,4,6,946,-38,1	
11,4,6,946,-4,1	
11,4,6,946,-5,1	
11,4,6,946,-7,1	
11,4,6,946,-9,1	
10,3,18,946,-12,1	
10,3,18,946,-12,1	
10,3,18,946,-14,1	
11,4,6,946,0,1	
11,4,6,946,1,1	
11,4,6,946,11,1	
11,4,6,946,11,1	
11,4,6,946,14,1	
11,4,6,946,14,1	
10,4,10,946,9,1	
10,4,10,946,9,1	
10,4,10,946,4,1	
10,4,10,946,31,1	
10,4,10,946,3,1	
10,4,10,946,15,1	
10,4,10,946,14,1	
10,4,10,946,12,1	
10,4,10,946,12,1	
10,4,10,946,0,1	
10,4,10,946,-9,1	
10,4,10,946,-6,1	
10,4,10,946,-4,1	
10,4,10,946,-4,1	
10,4,10,946,-3,1	
10,4,10,946,-20,1	
10,4,10,946,-14,1	
10,4,10,946,-13,1	
10,4,10,946,-12,1	
10,4,10,946,-11,1	
10,4,10,946,-1,1	
10,3,18,946,-21,1	
10,3,18,946,-24,1	
10,3,18,946,-24,1	
10,3,18,946,-28,1	
10,3,18,946,-7,1	
10,3,18,946,-8,1	
10,3,18,946,-8,1	
10,3,18,946,0,1	
10,3,18,946,128,1	
10,3,18,946,14,1	
10,3,18,946,19,1	
10,3,18,946,2,1	
10,3,18,946,23,1	
10,3,18,946,30,1	
10,3,18,946,37,1	
10,3,18,946,41,1	
10,3,18,946,45,1	
10,3,18,946,55,1	
10,3,18,946,78,1	
10,3,18,946,8,1	
10,3,18,946,88,1	
10,3,18,946,9,1	
10,3,18,946,9,1	
11,4,6,946,17,1	
11,4,6,946,18,1	
11,4,6,946,2,1	
11,4,6,946,24,1	
11,4,6,946,27,1	
11,4,6,946,27,1	
11,4,6,946,3,1	
11,4,6,946,-30,1	
11,4,6,946,-30,1	
1,6,18,946,-17,1	
1,6,18,946,-22,1	
1,6,18,946,-23,1	
11,3,10,946,-1,1	
11,3,10,946,-10,1	
11,3,10,946,-11,1	
