1,1,10,1011,16,0	
1,1,10,1011,16,1	
1,1,10,1011,16,1	
1,1,10,1011,16,1	
1,1,10,1121,19,-1	
1,1,10,1121,19,-1	
1,1,10,1121,19,-1	
1,1,10,1121,19,-1	
1,1,10,1121,19,-1	
1,1,10,1121,19,-1	
1,1,10,1121,19,0	
1,1,10,1121,19,0	
1,1,10,1121,19,0	
1,1,10,1121,19,0	
1,1,10,1121,19,0	
1,1,10,1121,19,0	
1,1,10,1121,19,0	
1,1,10,1121,19,0	
1,1,10,1121,19,1	
1,1,10,1121,19,1	
1,1,10,1121,19,1	
1,1,10,1121,19,1	
1,1,10,1121,19,1	
1,1,10,1139,20,0	
1,1,10,1139,20,0	
1,1,10,1139,20,1	
1,1,10,1139,20,1	
1,1,10,1139,20,1	
1,1,10,1185,29,-1	
1,1,10,1185,29,-1	
1,1,10,1185,29,0	
1,1,10,1185,29,0	
1,1,10,1185,29,0	
1,1,10,1185,29,0	
1,1,10,1185,29,1	
1,1,10,1185,29,1	
1,1,10,1197,22,0	
1,1,10,1197,22,0	
1,1,10,1197,22,0	
1,1,10,1197,22,1	
1,1,10,1197,22,1	
1,1,10,1237,13,-1	
1,1,10,1237,13,0	
1,1,10,1237,13,0	
1,1,10,1237,13,0	
1,1,10,1237,13,0	
1,1,10,1237,13,1	
1,1,10,1237,13,1	
1,1,10,1237,13,1	
1,1,10,1237,13,1	
1,1,10,1249,26,-1	
1,1,10,1249,26,-1	
1,1,10,1249,26,0	
1,1,10,1249,26,1	
1,1,10,1249,26,1	
1,1,10,1562,10,-1	
1,1,10,1562,10,-1	
1,1,10,1562,10,0	
1,1,10,1562,10,0	
1,1,10,1562,10,0	
1,1,10,1562,10,0	
1,1,10,1562,10,1	
1,1,10,1562,10,1	
1,1,10,1597,15,-1	
1,1,10,1597,15,0	
1,1,10,1597,15,0	
1,1,10,1597,15,0	
1,1,10,1597,15,0	
1,1,10,1597,15,0	
1,1,10,1597,15,0	
1,1,10,1597,15,0	
1,1,10,1597,15,1	
1,1,10,1597,15,1	
1,1,10,1597,15,1	
1,1,10,1597,15,1	
1,1,10,1597,15,1	
1,1,10,1674,27,-1	
1,1,10,1674,27,-1	
1,1,10,1674,27,1	
1,1,10,1754,9,-1	
1,1,10,1754,9,-1	
1,1,10,1754,9,-1	
1,1,10,1754,9,-1	
1,1,10,1754,9,-1	
1,1,10,1754,9,-1	
1,1,10,1754,9,0	
1,1,10,1754,9,0	
1,1,10,1754,9,1	
1,1,10,1754,9,1	
1,1,10,185,18,-1	
1,1,10,185,18,-1	
1,1,10,185,18,-1	
1,1,10,185,18,-1	
1,1,10,185,18,-1	
1,1,10,185,18,-1	
1,1,10,185,18,-1	
1,1,10,185,18,-1	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,0	
1,1,10,185,18,1	
1,1,10,185,18,1	
1,1,10,185,18,1	
1,1,10,185,18,1	
1,1,10,185,18,1	
1,1,10,185,18,1	
1,1,10,185,18,1	
1,1,10,185,18,1	
1,1,10,185,18,1	
1,1,10,187,17,0	
1,1,10,200,12,-1	
1,1,10,200,12,-1	
1,1,10,200,12,0	
1,1,10,200,12,0	
1,1,10,200,12,0	
1,1,10,200,12,0	
1,1,10,200,12,0	
1,1,10,200,12,0	
1,1,10,200,12,0	
1,1,10,200,12,0	
1,1,10,200,12,1	
1,1,10,200,12,1	
1,1,10,201,2,0	
1,1,10,201,2,0	
1,1,10,201,2,0	
1,1,10,201,2,0	
1,1,10,201,2,0	
1,1,10,201,2,1	
1,1,10,201,2,1	
1,1,10,2105,28,1	
1,1,10,280,24,-1	
1,1,10,280,24,-1	
1,1,10,280,24,-1	
1,1,10,280,24,-1	
1,1,10,280,24,-1	
1,1,10,280,24,-1	
1,1,10,280,24,-1	
1,1,10,280,24,-1	
1,1,10,280,24,-1	
1,1,10,280,24,-1	
1,1,10,280,24,0	
1,1,10,280,24,0	
1,1,10,280,24,0	
1,1,10,280,24,0	
1,1,10,280,24,0	
1,1,10,280,24,0	
1,1,10,280,24,0	
1,1,10,280,24,0	
1,1,10,280,24,0	
1,1,10,280,24,0	
1,1,10,280,24,0	
1,1,10,280,24,0	
1,1,10,280,24,1	
1,1,10,280,24,1	
1,1,10,280,24,1	
1,1,10,280,24,1	
1,1,10,280,24,1	
1,1,10,280,24,1	
1,1,10,280,24,1	
1,1,10,280,24,1	
1,1,10,280,24,1	
1,1,10,370,3,-1	
1,1,10,370,3,-1	
1,1,10,370,3,-1	
1,1,10,370,3,-1	
1,1,10,370,3,-1	
1,1,10,370,3,0	
1,1,10,370,3,0	
1,1,10,370,3,0	
1,1,10,370,3,0	
1,1,10,370,3,0	
1,1,10,370,3,0	
1,1,10,370,3,0	
1,1,10,370,3,0	
1,1,10,370,3,0	
1,1,10,370,3,0	
1,1,10,370,3,0	
1,1,10,370,3,1	
1,1,10,370,3,1	
1,1,10,370,3,1	
1,1,10,370,3,1	
1,1,10,370,3,1	
1,1,10,370,3,1	
1,1,10,370,3,1	
1,1,10,399,8,-1	
1,1,10,399,8,-1	
1,1,10,399,8,-1	
1,1,10,399,8,-1	
1,1,10,399,8,-1	
1,1,10,399,8,-1	
1,1,10,399,8,-1	
1,1,10,399,8,-1	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,0	
1,1,10,399,8,1	
1,1,10,399,8,1	
1,1,10,399,8,1	
1,1,10,399,8,1	
1,1,10,399,8,1	
1,1,10,399,8,1	
1,1,10,399,8,1	
1,1,10,399,8,1	
1,1,10,413,14,-1	
1,1,10,413,14,-1	
1,1,10,413,14,0	
1,1,10,413,14,0	
1,1,10,413,14,0	
1,1,10,413,14,0	
1,1,10,413,14,0	
